Content,Spam_Ham,URL_Source
Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
SUBSCRIBE me. if you do that leave your name so i can subs back ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Please subscribe to my channel!Thanks!﻿,spam,other
hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,spam,other
"Check out Melbourne shuffle, everybody!﻿",spam,other
Subscribe My Channel﻿,spam,other
please suscribe i am bored of 5 subscribers try to get it to 20!﻿,spam,other
Subscribe if you are watching in 2015﻿,spam,other
Check out this video on YouTube:      <br />﻿,spam,other
Hey ! Subscribe  to me for the peace in the world ! ♥﻿,spam,other
Check out this playlist on YouTube:a﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Like this comment for no reason﻿,spam,other
Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.﻿,spam,other
<br />Please help me get 100 subscribers by the end of the night. Thx﻿,spam,other
like this comment if you&#39;re watching this video when big bang happened<br />i do﻿,spam,other
Check out this playlist on YouTube:<br /><br />﻿,spam,other
Check out this playlist on YouTube:🍴🍴🏄🏄🏄🍴🏄🏄🏄🏄🏊🏊🏊🏊🍴🍴🍴🍴🍴🏂🏂🏂🏂🏂🏆🍸🍸🍸🍸🏆🍻🍗🍵🍟🍟🍟🍟🍴🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕☕️🎣🎣☕️🍕🍕🎣🎣🎣🎣🎣🎣🎣🎣🎣🎣☕️🎣🍕🍔🍔🎣🎣☕️🎣🍹🍹🏂🏂🍹🎿🏆﻿,spam,other
░░░░░░░/\░░░░░▄▐<br />░░░░░░/     \░░░▄██▄<br />░░░░░/  (o)   \░░░░░▀█▄<br />░░░░/             \░░░░░░▀█▄<br />░░░/__   \   ░▄▄▄▄▄▀▀<br />░░░░▄▄▄██▀▀▀▀<br />░░░█▀▄▄▄█░▀▀       YOU HAVE BEEN SPOOKED BY THE SPOOKINATI<br />░░░▌░▄▄▄▐▌▀▀▀<br />▄░▐░░░▄▄░█░▀▀    SHARE THIS TO 666 PEOPLE TO BE UNSPOOKED <br />▀█▌░░░▄░▀█▀░▀ <br />░░░░░░░▄▄▐▌▄▄<br />░░░░░░░▀███▀█░▄<br />░░░░░░▐▌▀▄▀▄▀▐▄<br />░░░░░░▐▀░░░░░░▐▌<br />░░░░░░█░░░░░░░░█<br />░░░░░▐▌░░░░░░░░░█<br />░░░░░█░░░░░░░░░░▐▌﻿,spam,other
like this comment if your watching in 2015 or 2016﻿,spam,other
Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
like this comment if ur watching this on 2015 ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
like this comment please﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
LIKE AND SUBSCRIBE﻿,spam,other
Like this comment if you are watching on a phone﻿,spam,other
"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this playlist on YouTube: I tried﻿,spam,other
"subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span>  if you thot the robot dudes r epic and awsome﻿",spam,other
"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",spam,other
Check out this playlist on YouTube:﻿,spam,other
Like this comment if you still jam out to this song after 4 years ﻿,spam,other
subscribe﻿,spam,other
Check out this video on YouTube:﻿,spam,other
this video has 800+m views<br />and the channel got 3m subscribers﻿,spam,other
Check out this video on YouTube:﻿,spam,other
subscribe to my chanell﻿,spam,other
los invito a subscribirse a mi canal ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,spam,other
Check out this video on YouTube:<br /><br />﻿,spam,other
"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
"<a href=""https://m.freemyapps.com/share/url/505b0232"">https://m.freemyapps.com/share/url/505b0232</a>﻿",spam,other
Check out this video on YouTube:﻿,spam,other
"Need money ? check my channel and subscribe,soon will post how to get it )﻿",spam,other
Check out this playlist on YouTube:﻿,spam,other
Like this comment for no reason.﻿,spam,other
"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!﻿",spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Please become my first subscriber.  Thank you.﻿,spam,other
Can i get views and subscribers for no reason? 😅﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Hello from Russia comes to the channel subscribe﻿,spam,other
"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",spam,other
Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,spam,other
pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:👿👳👳👳👳👳﻿,spam,other
Check out this video on YouTube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,spam,other
🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:a﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:hbbhhhgh﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:hjalp﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:Qq﻿,spam,other
Check out this video on YouTube:﻿,spam,other
"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿",spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿,spam,other
want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Subscribe I&#39;ll subscribe back﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Check out this playlist on YouTube:pl﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:lo﻿,spam,other
Check out this video on YouTube﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube: I ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
subscribe to my channel yo - DJ Feelz﻿,spam,other
Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:..🌈🌈🌈﻿,spam,other
subscribers please`﻿,spam,other
Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,spam,other
hi everyone this is cool check out sexy and i know it﻿,spam,other
"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",spam,other
Check out this video on YouTube:it is a old track but it still bad﻿,spam,other
Check out my youtube channel for cool beatboxing (:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Hi everyone! Do you like music? Then why not check out my music channel. The LEXIS band will be uploading their own songs and covers soon so don&#39;t miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one click. -&gt;﻿,spam,other
SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,spam,other
Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,spam,other
SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,spam,other
Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,spam,other
great l subscribe﻿,spam,other
Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,spam,other
Check out this video on YouTube:﻿,spam,other
3m subscribers but look at the views its 700 million wtf :P﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out my YouTube channel I can rap﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTu﻿,spam,other
"LMFAO is CRAZY DOPE!!! CHeck out my music on my channel if you have a minute, it would mean a lot. Much love!!﻿",spam,other
Check out this video on YouTube:﻿,spam,other
everyday i&#39;m subscribe﻿,spam,other
man check out the raps on my channel im better rapper than these nigger fools﻿,spam,other
go check out our video﻿,spam,other
😼👍😏 Like This Comment 😏👍😼﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Subscribe﻿,spam,other
Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,spam,other
"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",spam,other
Check out my music niggas﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,spam,other
Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,spam,other
Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,spam,other
Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,spam,other
"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",spam,other
"Check out: My Hood Doh, by Flixter Nossnevs﻿",spam,other
Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,spam,other
"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />﻿",spam,other
Subscribe to my channel !﻿,spam,other
"hi guys please check out my vids , i will promos to subscribe to you to﻿",spam,other
Hey plz check out my music video. Thanks!! :-)﻿,spam,other
Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,spam,other
Good video﻿,ham,other
very good song:)﻿,ham,other
every bady yust have a good time﻿,ham,other
 are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,ham,other
i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,ham,other
No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,ham,other
The best song ever!﻿,ham,other
The best song ever!﻿,ham,other
"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",spam,other
Love your song makes me happy﻿,ham,other
OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,ham,other
awesome﻿,ham,other
I learned the shuffle because of them﻿,ham,other
The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,ham,other
watch this with sound off!﻿,ham,other
Looooooooove this song!!!!!!!!!:))))))﻿,ham,other
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,spam,other
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,spam,other
EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,spam,other
Like this comment for no reason﻿,spam,other
love this song﻿,ham,other
this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,spam,other
HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,spam,other
NICE :3﻿,ham,other
+447935454150 lovely girl talk to me xxx﻿,spam,other
I always end up coming back to this song<br />﻿,ham,other
"my sister just received over 6,500 new <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23active"">#active</a> youtube views Right now. The only thing she used was pimpmyviews. com﻿",spam,other
Cool﻿,ham,other
Hello I&#39;am from Palastine﻿,spam,other
Wow this video almost has a billion views! Didn&#39;t know it was so popular ﻿,ham,other
Go check out my rapping video called Four Wheels please ❤️﻿,spam,other
Almost 1 billion﻿,ham,other
Aslamu Lykum... From Pakistan﻿,spam,other
Eminem is idol for very people in España and Mexico or Latinoamerica﻿,ham,other
Help me get 50 subs please ﻿,spam,other
i love song :)﻿,ham,other
"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.﻿",spam,other
The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.﻿,ham,other
The boyfriend was Charlie from the TV show LOST ﻿,ham,other
"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a>﻿",spam,other
Take a look at this video on YouTube:﻿,spam,other
Check out our Channel for nice Beats!!﻿,spam,other
Rihanna and Eminem together are unstoppable.﻿,ham,other
Check out this playlist on YouTube:﻿,spam,other
This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....﻿,ham,other
like please﻿,spam,other
"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",ham,other
OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,ham,other
"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!✌️😊 <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a>﻿",spam,other
Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿,spam,other
"You exactly who u want to be,watching your favourite rappers on tv﻿",ham,other
Rihanna is absolutely gorgeous in this video.﻿,ham,other
Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. ﻿,spam,other
"Don&#39;t love someone soo much, love the way u lie..﻿",ham,other
one of the BEST SONGS in music history﻿,ham,other
Check out this playlist on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:﻿,spam,other
No-I hate The Way U LIe!!﻿,ham,other
Fuck Eminem. Bieber is the best &lt;3﻿,ham,other
Check out this playlist on YouTube:chcfcvzfzfbvzdr﻿,spam,other
Check out this playlist on YouTube: ﻿,spam,other
Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube<br /><br /><br />﻿,spam,other
CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.﻿,spam,other
Love😘❤💖﻿,ham,other
"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",ham,other
plese subscribe to me﻿,spam,other
Check out this video on YouTube:﻿,spam,other
"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.﻿",spam,other
this is the 2nd most best song when im gone by m&amp;m﻿,ham,other
Check out this video on YouTube:﻿,spam,other
"WE GO FOR 1,000,000,000 FOR EMINEM﻿",ham,other
Eminem and Rihanna sing the song very well.﻿,ham,other
Subscribe me Secret videos :D﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this video on YouTube:but I&#39;m not Rhinnah﻿,spam,other
Subscribe to me for clean Eminem!,spam,other
" Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it ",spam,other
LOVE THE WAY YOU LIE ..&quot;﻿,ham,other
Check out this video on YouTube:﻿,spam,other
This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,spam,other
Check out our cover of this song!,spam,other
Check out this video on YouTube:﻿,spam,other
goot﻿,ham,other
2015 but Im still listening to this!﻿,ham,other
"How is this the most watched Eminem video, it beats not afraid? ﻿",ham,other
Check out my channel for funny skits! Thanks!,spam,other
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,spam,other
please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like,spam,other
Check out this video on YouTube:﻿,spam,other
"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",spam,other
CHECK OUT Eminem - Rap God LYRIC VIDEO,spam,other
Love this song﻿,ham,other
"Rihana, Love Me. :(﻿",ham,other
like this comment then type 1337,spam,other
Is that Charlie from lost?<br />﻿,ham,other
who the fuck cheats on megan fox﻿,ham,other
that is megan fox﻿,ham,other
I love music﻿,ham,other
like this comment then type 1337,spam,other
❤❤❤❤❤❤❤﻿,ham,other
"hot,hot﻿",ham,other
Check out this video on YouTube:﻿,spam,other
"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",spam,other
this fucking song like a&#39;n oreo the only white part is the good 1﻿,ham,other
"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better﻿",ham,other
"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",spam,other
Check Out The New Hot Video By Dante B Called Riled Up,spam,other
Check Out The New Hot Video By Dante B Called Riled Up,spam,other
"Still listening,still same pleasure﻿",ham,other
▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,spam,other
I love you!❤✨﻿,ham,other
2010? The time past so fast ..﻿,ham,other
"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",spam,other
#2015 FUCK YEAH﻿,ham,other
eminem is a ginius stop!﻿,ham,other
The rap: cool     Rihanna: STTUUPID﻿,ham,other
Just gonna stand there and hear me cry ..﻿,ham,other
Love﻿,ham,other
Feels and emotions in this song...God damn﻿,ham,other
all u should go check out j rants vi about eminem,spam,other
MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,ham,other
"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> ﻿",spam,other
"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",spam,other
best song﻿,ham,other
subscribe to my feed,spam,other
"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",spam,other
Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :),spam,other
Check out my SEXY VIDEO :*,spam,other
Check out my SEXY VIDEO :*,spam,other
Is that Charlie from lost?﻿,ham,other
Anyone else notice that Megan Fox is in this video?﻿,ham,other
Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!,spam,other
Check Out The New Hot Video By Dante B Called Riled Up,spam,other
Check Out The New Hot Video By Dante B Called Riled Up,spam,other
